id,highway,name,oneway,lit,lanes,maxspeed,railway,boundary,access,natural,barrier,tunnel,bridge,incline,waterway,busway,toll
34908727,residential,,-1,,,,,,,,,,,,,,
34908728,residential,,,,,,,,,,,,,,,,
34908729,residential,,,,,,,,,,,,,,,,
34908730,residential,,yes,,,,,,,,,,,,,,
34908731,residential,,yes,,,,,,,,,,,,,,
34908732,residential,,,,,,,,,,,,,,,,
34908733,residential,,,,,,,,,,,,,,,,
34908990,residential,,yes,,,,,,,,,,,,,,
34908991,residential,,,,,,,,,,,,,,,,
34908992,residential,,,,,,,,,,,,,,,,
34908993,residential,,,,,,,,,,,,,,,,
34908994,residential,,,,,,,,,,,,,,,,
34908995,residential,,,,,,,,,,,,,,,,
34908996,residential,,yes,,,,,,,,,,,,,,
34908997,residential,,yes,,,,,,,,,,,,,,
34908998,residential,,yes,,,,,,,,,,,,,,
34908999,residential,,yes,,,,,,,,,,,,,,
34909000,residential,,yes,,,,,,,,,,,,,,
34909001,residential,,,,,,,,,,,,,,,,
34909002,residential,,,,,,,,,,,,,,,,
34909003,residential,,yes,,,,,,,,,,,,,,
34909004,residential,,,,,,,,,,,,,,,,
34909005,residential,,,,,,,,,,,,,,,,
34909006,residential,,,,,,,,,,,,,,,,
34909007,residential,,,,,,,,,,,,,,,,
34909008,residential,,,,,,,,,,,,,,,,
34909009,residential,,,,,,,,,,,,,,,,
34909010,residential,,,,,,,,,,,,,,,,
34909011,residential,,,,,,,,,,,,,,,,
34909012,residential,,yes,,,,,,,,,,,,,,
34909013,residential,,,,,,,,,,,,,,,,
34909014,residential,,,,,,,,,,,,,,,,
34909015,residential,,,,,,,,,,,,,,,,
34909016,residential,,,,,,,,,,,,,,,,
34909017,residential,,,,,,,,,,,,,,,,
34909019,residential,,,,,,,,,,,,,,,,
34909020,residential,,,,,,,,,,,,,,,,
34909021,residential,,,,,,,,,,,,,,,,
34909022,residential,,,,,,,,,,,,,,,,
34909023,residential,,,,,,,,,,,,,,,,
34909024,residential,,,,,,,,,,,,,,,,
34909025,residential,,,,,,,,,,,,,,,,
34909026,residential,,,,,,,,,,,,,,,,
34909027,residential,,,,,,,,,,,,,,,,
34909028,residential,,,,,,,,,,,,,,,,
34909029,residential,,,,,,,,,,,,,,,,
34909030,residential,,,,,,,,,,,,,,,,
34909031,residential,,,,,,,,,,,,,,,,
34909032,residential,,,,,,,,,,,,,,,,
34909033,residential,,,,,,,,,,,,,,,,
34909034,residential,,,,,,,,,,,,,,,,
34909035,residential,,,,,,,,,,,,,,,,
34909036,residential,,,,,,,,,,,,,,,,
34909037,residential,,,,,,,,,,,,,,,,
34909039,residential,,,,,,,,,,,,,,,,
34909040,residential,,,,,,,,,,,,,,,,
34909041,residential,,,,,,,,,,,,,,,,
34909043,residential,,,,,,,,,,,,,,,,
34909044,residential,,,,,,,,,,,,,,,,
34909045,residential,,,,,,,,,,,,,,,,
34909046,residential,,,,,,,,,,,,,,,,
34909047,residential,,,,,,,,,,,,,,,,
34909048,residential,,,,,,,,,,,,,,,,
34909049,residential,,,,,,,,,,,,,,,,
34909435,residential,,yes,,,,,,,,,,,,,,
34909436,residential,,,,,,,,,,,,,,,,
34909437,residential,,,,,,,,,,,,,,,,
34909438,residential,,,,,,,,,,,,,,,,
34909439,residential,,,,,,,,,,,,,,,,
34909440,residential,,,,,,,,,,,,,,,,
34909441,residential,,,,,,,,,,,,,,,,
34909442,service,,,,,,,,,,,,,,,,
34909443,residential,,,,,,,,,,,,,,,,
34909444,residential,,,,,,,,,,,,,,,,
34909445,residential,,,,,,,,,,,,,,,,
34909446,residential,,,,,,,,,,,,,,,,
34909447,residential,,,,,,,,,,,,,,,,
34909448,residential,,,,,,,,,,,,,,,,
34909449,residential,,,,,,,,,,,,,,,,
34909450,residential,,,,,,,,,,,,,,,,
34909451,residential,,,,,,,,,,,,,,,,
34909452,residential,,,,,,,,,,,,,,,,
34909453,residential,,,,,,,,,,,,,,,,
34909454,residential,,,,,,,,,,,,,,,,
34909455,residential,,,,,,,,,,,,,,,,
34909456,residential,,yes,,,,,,,,,,,,,,
34909457,residential,,,,,,,,,,,,,,,,
34909458,residential,,,,,,,,,,,,,,,,
34909459,residential,,,,,,,,,,,,,,,,
34909460,residential,,,,,,,,,,,,,,,,
34909461,residential,,,,,,,,,,,,,,,,
34909462,residential,,-1,,,,,,,,,,,,,,
34909463,residential,,,,,,,,,,,,,,,,
34909464,residential,,,,,,,,,,,,,,,,
34909465,residential,,,,,,,,,,,,,,,,
34909466,residential,,,,,,,,,,,,,,,,
34909467,residential,,,,,,,,,,,,,,,,
34909469,residential,,,,,,,,,,,,,,,,
34909470,residential,,,,,,,,,,,,,,,,
34909471,residential,,yes,,,,,,,,,,,,,,
34909472,residential,,,,,,,,,,,,,,,,
34909473,residential,,,,,,,,,,,,,,,,
34909474,residential,,,,,,,,,,,,,,,,
34909476,residential,,,,,,,,,,,,,,,,
34909477,residential,,yes,,,,,,,,,,,,,,
34909478,residential,,yes,,,,,,,,,,,,,,
34909479,residential,,,,,,,,,,,,,,,,
34909480,residential,,,,,,,,,,,,,,,,
34909481,residential,,yes,,,,,,,,,,,,,,
34909483,residential,,yes,,,,,,,,,,,,,,
34909484,residential,,,,,,,,,,,,,,,,
34909486,residential,,yes,,,,,,,,,,,,,,
34909487,residential,,yes,,,,,,,,,,,,,,
34909488,residential,,,,,,,,,,,,,,,,
34909489,residential,,,,,,,,,,,,,,,,
34909490,residential,,,,,,,,,,,,,,,,
34909491,residential,,,,,,,,,,,,,,,,
34909492,residential,,yes,,,,,,,,,,,,,,
34909493,residential,,yes,,,,,,,,,,,,,,
34909494,residential,,yes,,,,,,,,,,,,,,
34909495,residential,,yes,,,,,,,,,,,,,,
34909496,residential,,yes,,,,,,,,,,,,,,
34909497,residential,,yes,,,,,,,,,,,,,,
34909498,residential,,yes,,,,,,,,,,,,,,
34909499,residential,,yes,,,,,,,,,,,,,,
34909500,residential,,,,,,,,,,,,,,,,
34909560,residential,,yes,,,,,,,,,,,,,,
34909561,residential,,yes,,,,,,,,,,,,,,
34909562,residential,,yes,,,,,,,,,,,,,,
34909563,residential,,,,,,,,,,,,,,,,
35093806,primary,,yes,yes,,,,,,,,,,,,,
35094377,service,,,,,,,,,,,,,,,,
35094378,residential,,,,,,,,,,,,,,,,
35100877,residential,,,,,,,,,,,,,,,,
35100878,pedestrian,,,,,,,,,,,,,,,,
35100879,residential,,yes,,,,,,,,,,,,,,
35100880,residential,,,,,,,,,,,,,,,,
35100881,residential,,yes,,,,,,,,,,,,,,
35100883,residential,,,,,,,,,,,,,,,,
35100884,residential,,,,,,,,,,,,,,,,
35100885,residential,,,,,,,,,,,,,,,,
35100886,residential,,,,,,,,,,,,,,,,
35100888,residential,,,,,,,,,,,,,,,,
35100889,residential,,,,,,,,,,,,,,,,
35100890,residential,,yes,,,,,,,,,,,,,,
35100891,residential,,yes,,,,,,,,,,,,,,
35100892,residential,,,,,,,,,,,,,,,,
35100893,residential,,yes,,,,,,,,,,,,,,
35100894,residential,,,,,,,,,,,,,,,,
35100895,residential,,yes,,,,,,,,,,,,,,
35100896,residential,,yes,,,,,,,,,,,,,,
35100897,residential,,,,,,,,,,,,,,,,
35100898,residential,,yes,,,,,,,,,,,,,,
35100899,residential,,,,,,,,,,,,,,,,
35100900,trunk_link,,yes,yes,,,,,,,,,,,,,
35100901,residential,,,,,,,,,,,,,,,,
35100902,residential,,,,,,,,,,,,,,,,
35100903,residential,,,,,,,,,,,,,,,,
35100904,residential,,,,,,,,,,,,,,,,
35100905,residential,,,,,,,,,,,,,,,,
35100906,residential,,,,,,,,,,,,,,,,
36906816,secondary,,no,,,,,,,,,,,,,,
36911140,tertiary,,no,,,,,,,,,,,,,,
37758470,residential,,yes,,,,,,,,,,,,,,
37758716,service,,yes,,,,,,,,,,,,,,
37758717,residential,,yes,,,,,,,,,,,,,,
37758876,service,,yes,,,,,,,,,,,,,,
37759575,pedestrian,,,,,,,,,,,,,,,,
37759576,tertiary,,yes,,,,,,,,,,,,,,
37760720,track,,,,,,,,,,,,,,,,
37760721,track,,,,,,,,,,,,,,,,
37760722,residential,,yes,,,,,,,,,,,,,,
37760724,steps,,,,,,,,,,,,,,,,
37760725,residential,,,,,,,,,,,,,,,,
37761405,secondary,,yes,,,,,,,,,,,,,,
37763868,residential,,,,,,,,,,,,,,,,
37763869,residential,,,,,,,,,,,,,,,,
37763871,residential,,yes,,,,,,,,,,,,,,
37763872,residential,,,,,,,,,,,,,,,,
38727685,residential,,,,,,,,,,,,,,,,
38727687,residential,,,,,,,,,,,,,,,,
38727690,residential,,,,,,,,,,,,,,,,
38727692,residential,,,,,,,,,,,,,,,,
38727694,residential,,,,,,,administrative,,,,,,,,,
38727701,residential,,,,,,,,,,,,,,,,
39256220,steps,,no,,,,,,,,,,,,,,
39256221,residential,,yes,,,,,,,,,,,,,,
39256222,residential,,yes,,,,,,,,,,,,,,
39256225,residential,,yes,,,,,,,,,,,,,,
39256226,residential,,yes,,,50,,,,,,,,,,,
39256227,residential,,yes,,,,,,,,,,,,,,
39256228,residential,,yes,,,,,,,,,,,,,,
39256229,residential,,yes,,,45,,,,,,,,,,,
39257318,residential,,no,,,,,,,,,,,,,,
39257319,residential,,yes,,,,,,,,,,,,,,
39257320,residential,,yes,,,,,,,,,,,,,,
39257325,residential,,yes,,,,,,,,,,,,,,
39257326,residential,,no,,,,,,,,,,,,,,
39257329,secondary,,yes,yes,3,50,,,,,,,,,,,
39308825,residential,,yes,,,,,,,,,,,,,,
39308826,residential,,yes,,,,,,,,,,,,,,
39308828,residential,,no,,,,,,,,,,,,,,
39308829,tertiary,,yes,,,,,,,,,,,,,,
39308830,residential,,yes,,,,,,,,,,,,,,
39308834,residential,,no,,,,,,,,,,,,,,
39308836,residential,,,,,,,,,,,,,,,,
39308838,residential,,,,,,,,,,,,,,,,
39308839,residential,,yes,,,,,,,,,,,,,,
39308841,residential,,,,,,,,,,,,,,,,
39308842,residential,,,,,,,,,,,,,,,,
39308844,residential,,,,,,,,,,,,,,,,
39308849,residential,,,,,,,,,,,,,,,,
39308850,residential,,,,,,,,,,,,,,,,
39308857,residential,,,,,,,,,,,,,,,,
39308858,residential,,,,,,,,,,,,,,,,
39308859,residential,,,,,,,,,,,,,,,,
39308886,residential,,,,,,,,,,,,,,,,
39308890,residential,,,,,,,,,,,,,,,,
39308891,residential,,,,,,,,,,,,,,,,
39308893,residential,,,,,,,,,,,,,,,,
39308900,tertiary,,no,,,,,,,,,,,,,,
39308907,residential,,,,,,,,,,,,,,,,
39308911,residential,,,,,,,,,,,,,,,,
39308915,residential,,yes,,,,,,,,,,,,,,
39308920,residential,,,,,,,,,,,,,,,,
39308923,residential,,yes,,,,,,,,,,,,,,
39308926,residential,,yes,,,,,,,,,,,,,,
39308927,residential,,yes,,,,,,,,,,,,,,
39308929,residential,,yes,,,,,,,,,,,,,,
39308931,residential,,yes,,,,,,,,,,,,,,
39308953,residential,,,,,,,,,,,,,,,,
39308956,residential,,yes,,,,,,,,,,,,,,
39309007,residential,,yes,,,,,,,,,,,,,,
39309008,residential,,,,,,,,,,,,,,,,
39309010,residential,,yes,,,,,,,,,,,,,,
39309015,residential,,no,,,,,,,,,,,,,,
39309017,residential,,-1,,,,,,,,,,,,,,
39309019,residential,,,,,,,,,,,,,,,,
39309020,residential,,,,,,,,,,,,,,,,
39309021,residential,,yes,,,,,,,,,,,,,,
39309023,residential,,yes,,,,,,,,,,,,,,
39309024,residential,,,,,,,,,,,,,,,,
39309025,residential,,yes,,,,,,,,,,,,,,
39309026,residential,,no,,,,,,,,,,,,,,
39309035,residential,,,,,,,administrative,,,,,,,,,
39309048,tertiary,,yes,,,,,,,,,,,,,,
39309049,residential,,,,,,,,,,,,,,,,
39309051,residential,,,,,,,,,,,,,,,,
39309052,residential,,,,,,,,,,,,,,,,
39314222,residential,,,,,,,,,,,,,,,,
39314225,residential,,yes,,,,,administrative,,,,,,,,,
39314226,tertiary,,yes,,,,,administrative,,,,,,,,,
39314227,residential,,,,,,,,,,,,,,,,
39314228,residential,,,,,,,,,,,,,,,,
39314229,residential,,yes,,,,,,,,,,,,,,
39314231,residential,,,,,,,,,,,,,,,,
39314232,service,,,,,,,,,,,,,,,,
39314233,residential,,,,,,,,,,,,,,,,
39314235,residential,,,,,,,,,,,,,,,,
39314238,residential,,,,,,,,,,,,,,,,
39314240,residential,,yes,,,,,,,,,,,,,,
39314242,residential,,yes,,,,,,,,,,,,,,
39314261,steps,,,,,,,,,,,,,,,,
39314262,residential,,yes,,,,,,,,,,,,,,
39314263,residential,,yes,,,,,,,,,,,,,,
39314264,residential,,,,,,,,,,,,,,,,
39314281,tertiary,,yes,yes,,,,,,,,,,,,,
39314283,tertiary,,yes,,,,,,,,,,,,,,
39314446,tertiary,,yes,yes,,,,,,,,,,,,,
39314448,tertiary,,no,yes,,,,,,,,,,,,,
39343830,residential,,yes,,,,,,,,,,,,,,
39343831,footway,,,,,,,,,,,,,,,,
39344782,residential,,yes,,,,,,,,,,,,,,
39344783,tertiary,,no,yes,,,,,,,,,,,,,
39344786,tertiary,,yes,yes,,,,,,,,,,,,,
39344787,tertiary,,no,yes,,,,,,,,,,,,,
39344790,footway,,,,,,,,,,,,,,,,
39344791,residential,,,,,,,,,,,,,,,,
39344792,residential,,yes,,,,,,,,,,,,,,
39344793,tertiary,,yes,yes,,,,,,,,,,,,,
39344947,tertiary,,yes,yes,,,,,,,,,,,,,
39344948,tertiary,,yes,,,,,,,,,,,,,,
39344951,tertiary,,no,,,,,,,,,,,,,,
39856502,residential,,yes,,,,,,,,,,,,,,
39856504,residential,,,,,,,,,,,,,,,,
39857144,residential,,,,,,,,,,,,,,,,
39857831,primary_link,,yes,yes,1,50,,,,,,,,,,,
39983368,tertiary,,yes,,2,,,,,,,,,,,,
40123228,residential,,,,,,,,,,,,,,,,
40123338,primary,,yes,yes,3,70,,,,,,,,,,,
40123340,secondary,,yes,,3,,,,,,,,,,,,
40123402,primary,,yes,yes,3,70,,,,,,,,,,,
40527602,residential,,no,,,,,,,,,,,,,,
40527807,residential,,no,,,,,,,,,,,,,,
40560443,residential,,yes,,,,,,,,,,,,,,
40599228,tertiary,,,,,,,,,,,,,,,,
41615128,residential,,yes,,,,,,,,,,,,,,
41615129,residential,,yes,,,,,,,,,,,,,,
41615130,residential,,yes,,,,,,,,,,,,,,
41615131,residential,,,,,,,,,,,,,,,,
41615132,residential,,yes,,,,,,,,,,,,,,
41615136,residential,,,,,,,,,,,,,,,,
41615137,residential,,,,,,,,,,,,,,,,
41615138,primary,,yes,yes,3,70,,,,,,,,,,,
41615141,residential,,,,,,,,,,,,,,,,
41615143,residential,,yes,,,,,,,,,,,,,,
41615145,residential,,,,,,,,,,,,,,,,
41615146,residential,,yes,,,,,,,,,,,,,,
41615147,residential,,,,,,,,,,,,,,,,
41615148,residential,,,,,,,,,,,,,,,,
41615154,residential,,,,,,,,,,,,,,,,
41615157,residential,,no,,,,,,,,,,,,,,
41615158,residential,,,,,,,,,,,,,,,,
41615159,residential,,,,,,,,,,,,,,,,
41615160,residential,,,,,,,,,,,,,,,,
41615168,residential,,,,,,,,,,,,,,,,
41615169,residential,,,,,,,,,,,,,,,,
41615170,residential,,,,,,,,,,,,,,,,
41615172,tertiary,,yes,,,,,,,,,,,,,,
41615174,residential,,,,,,,,,,,,,,,,
41615178,residential,,,,,,,,,,,,,,,,
41615182,residential,,,,,,,,,,,,,,,,
41615200,residential,,,,,,,,,,,,,,,,
41615206,residential,,,,,,,,,,,,,,,,
41615207,residential,,yes,,,,,,,,,,,,,,
41615208,tertiary,,yes,,,,,,,,,,,,,,
41615209,residential,,,,,,,,,,,,,,,,
41615211,residential,,,,,,,,,,,,,,,,
41615223,residential,,yes,,,,,,,,,,,,,,
41617610,residential,,,,,,,,,,,,,,,,
41617612,residential,,,,,,,,,,,,,,,,
41617614,residential,,,,,,,,,,,,,,,,
41617617,residential,,,,,,,,,,,,,,,,
41617619,residential,,,,,,,,,,,,,,,,
41617625,residential,,,,,,,,,,,,,,,,
41617630,residential,,,,,,,,,,,,,,,,
41617635,residential,,,,,,,,,,,,,,,,
41617642,residential,,yes,,,,,,,,,,,,,,
41617651,residential,,,,,,,,,,,,,,,,
41617663,residential,,,,,30,,,,,,,,,,,
41617668,residential,,,,,,,,,,,,,,,,
41617670,residential,,,,,,,,,,,,,,,,
41617672,residential,,,,,,,,,,,,,,,,
41617676,residential,,yes,,,,,,,,,,,,,,
41617681,residential,,yes,,,,,,,,,,,,,,
41617685,residential,,yes,,,,,,,,,,,,,,
41617688,tertiary,,yes,,,,,,,,,,,,,,
41617691,tertiary,,no,,,,,,,,,,,,,,
41617696,residential,,yes,,,,,,,,,,,,,,
41617700,residential,,yes,,,,,,,,,,,,,,
41617703,residential,,yes,,,,,,,,,,,,,,
41617704,residential,,yes,,,,,,,,,,,,,,
41617717,residential,,yes,,,,,,,,,,,,,,
41617724,residential,,yes,,,,,,,,,,,,,,
41680007,residential,,,,,,,,,,,,,,,,
41680816,residential,,-1,,,,,,,,,,,,,,
41680817,residential,,,,,,,,,,,,,,,,
41680818,residential,,yes,,,,,,,,,,,,,,
41680823,residential,,,,,,,,,,,,,,,,
41800893,residential,,yes,,,30,,,,,,,,,,,
41800895,residential,,,,,,,,,,,,,,,,
41800896,residential,,,,,,,,,,,,,,,,
41800901,steps,,,,,,,,,,,,,,,,
41800902,residential,,,,,,,,,,,,,,,,
41800907,residential,,,,,,,,,,,,,,,,
41800909,pedestrian,,,,,,,,,,,,,,,,
41800911,pedestrian,,,,,,,,,,,,,,,,
41802448,tertiary,,yes,,,,,,,,,,,,,,
41802450,residential,,yes,,,,,,,,,,,,,,
41802453,residential,,yes,,,,,,,,,,,,,,
41802454,residential,,yes,,,,,,,,,,,,,,
41802459,residential,,-1,,,,,,,,,,,,,,
41802461,residential,,yes,,,,,,,,,,,,,,
41802463,residential,,yes,,,,,,,,,,,,,,
41802464,residential,,yes,,,,,,,,,,,,,,
41804466,,,,,,,rail,,,,,,,,,,
41806621,tertiary_link,,yes,,,,,,,,,,,,,,
41806623,secondary_link,,yes,yes,,,,,,,,,,,,,
41806625,secondary_link,,yes,yes,,,,,,,,,,,,,
41806627,residential,,yes,,,,,,,,,,,,,,
41806633,secondary,,yes,yes,,50,,,,,,,,,,,
41806635,secondary,,yes,yes,,50,,,,,,,,,,,
41806639,secondary,,yes,yes,,,,,,,,,,,,,
41806643,secondary,,no,yes,4,50,,,,,,,,,,,
41807794,tertiary,,yes,,,,,,,,,,,,,,
41807795,residential,,yes,,,,,,,,,,,,,,
41807799,tertiary,,yes,,,,,,,,,,,,,,
41822359,residential,,yes,,,,,,,,,,,,,,
41822361,residential,,yes,,,,,,,,,,,,,,
41822362,residential,,yes,,,,,,,,,,,,,,
41822363,residential,,yes,,,,,,,,,,,,,,
41822367,residential,,yes,,,,,,,,,,,,,,
41822368,residential,,,,,,,,,,,,,,,,
41822369,residential,,,,,,,,,,,,,,,,
41822371,residential,,,,,,,,,,,,,,,,
41822373,residential,,yes,,,,,,,,,,,,,,
41822374,residential,,yes,,,,,,,,,,,,,,
41822376,residential,,,,,,,,,,,,,,,,
41822377,residential,,yes,,,,,,,,,,,,,,
41822378,residential,,,,,,,,,,,,,,,,
41822380,residential,,,,,,,,,,,,,,,,
41822381,residential,,,,,,,,,,,,,,,,
41822382,residential,,yes,,,,,,,,,,,,,,
41822383,residential,,,,,,,,,,,,,,,,
41822385,tertiary,,no,,,,,,,,,,,,,,
41822386,residential,,-1,,,,,,,,,,,,,,
41822387,residential,,yes,,,,,,,,,,,,,,
41822388,residential,,yes,,,,,,,,,,,,,,
41822391,secondary,,yes,,,50,,,,,,,,,,,
41822392,secondary,,yes,,,,,,,,,yes,,,,,
41822393,residential,,,,,,,,,,,,,,,,
41822395,service,,,,,,,,,,,,,,,,
41822400,tertiary,,no,,,,,,,,,,yes,,,,
41822401,tertiary,,no,,,,,,,,,,,,,,
41930721,pedestrian,,,,,,,,,,,,,,,,
41930729,,,,,,,rail,,,,,,,,,,
41930730,residential,,,,,,,,,,,,,,,,
41930731,residential,,yes,,,,,,,,,,,,,,
41930733,residential,,,,,,,,,,,,,,,,
41930738,residential,,yes,,,,,,,,,,,,,,
41930743,,,,,,,rail,,,,,,yes,,,,
41931172,residential,,-1,,,,,,,,,,,,,,
41931173,residential,,yes,,,,,,,,,,,,,,
41931174,residential,,yes,,,,,,,,,,,,,,
41931176,residential,,yes,,,,,,,,,,,,,,
41931178,residential,,-1,,,,,,,,,,,,,,
41931179,residential,,-1,,,,,,,,,,,,,,
41931181,residential,,yes,,,,,,,,,,,,,,
41931185,residential,,no,,,,,,,,,,,,,,
41931187,tertiary,,yes,,,,,,,,,,,,,,
41931436,residential,,,,,,,,,,,,,,,,
41931442,residential,,,,,,,,,,,,,,,,
41931444,residential,,-1,,,,,,,,,,,,,,
41931446,residential,,,,,,,,,,,,,,,,
41931448,residential,,,,,,,,,,,,,,,,
41931449,residential,,yes,,,,,,,,,,,,,,
41931450,residential,,,,,,,,,,,,,,,,
41931451,residential,,,,,,,,,,,,,,,,
41931453,residential,,,,,,,,,,,,,,,,
41931456,living_street,,,,,,,,,,,,,,,,
41932557,residential,,,,,,,,,,,,,,,,
41932558,residential,,,,,,,,,,,,,,,,
41932559,residential,,,,,,,,,,,,,,,,
41932563,residential,,no,,,,,,,,,,,,,,
41932565,residential,,,,,,,,,,,,,,,,
41932568,residential,,,,,,,,,,,,,,,,
41932569,residential,,,,,,,,,,,,,,,,
41932570,residential,,,,,,,,,,,,,,,,
41932572,residential,,-1,,,,,,,,,,,,,,
41932573,residential,,,,,,,,,,,,,,,,
41932574,residential,,yes,,,,,,,,,,,,,,
41932575,residential,,,,,,,,,,,,,,,,
41932576,residential,,,,,,,,,,,,,,,,
41932577,residential,,yes,,,,,,,,,,,,,,
41932580,residential,,yes,,,,,,,,,,,,,,
41932581,residential,,,,,,,,,,,,,,,,
41932583,residential,,,,,,,,,,,,,,,,
41932586,residential,,,,,,,,,,,,,,,,
41932587,residential,,,,,,,,,,,,,,,,
41932588,residential,,,,,,,,,,,,,,,,
41932590,residential,,,,,,,,,,,,,,,,
41932591,residential,,,,,,,,,,,,,,,,
41932592,residential,,,,,,,,,,,,,,,,
41932593,residential,,yes,,,,,,,,,,,,,,
41932594,residential,,,,,,,,,,,,,,,,
41932595,residential,,,,,,,,,,,,,,,,
41932596,residential,,,,,,,,,,,,,,,,
41932598,residential,,,,,,,,,,,,,,,,
41932599,residential,,,,,,,,,,,,,,,,
41932601,residential,,,,,,,,,,,,,,,,
41932602,residential,,,,,,,,,,,,,,,,
41932603,residential,,,,,,,,,,,,,,,,
41932604,residential,,,,,,,,,,,,,,,,
41932605,residential,,,,,,,,,,,,,,,,
41932607,residential,,yes,,,,,,,,,,,,,,
41932608,residential,,-1,,,,,,,,,,,,,,
41932609,residential,,yes,,,,,,,,,,,,,,
41932610,residential,,yes,,,,,,,,,,,,,,
41932611,residential,,,,,,,,,,,,,,,,
41932612,residential,,yes,,,,,,,,,,,,,,
41932613,residential,,-1,,,,,,,,,,,,,,
41932614,residential,,,,,,,,,,,,,,,,
41932615,pedestrian,,,,,,,,,,,,,,,,
41932616,tertiary,,yes,,,,,,,,,,,,,,
41932619,tertiary,,,,,,,,,,,,,,,,
41932621,residential,,,,,,,,,,,,,,,,
41932622,residential,,yes,,,,,,,,,,,,,,
41932624,residential,,,,,,,,,,,,,,,,
41932626,residential,,yes,,,,,,,,,,,,,,
41932627,residential,,,,,,,,,,,,,,,,
41932628,residential,,-1,,,,,,,,,,,,,,
41932629,residential,,,,,,,,,,,,,,,,
41932630,residential,,,,,,,,,,,,,,,,
41932631,residential,,yes,,,,,,,,,,,,,,
41932632,residential,,,,,,,,,,,,,,,,
41932635,residential,,,,,,,,,,,,,,,,
41932636,residential,,,,,,,,,,,,,,,,
41932637,residential,,,,,,,,,,,,,,,,
41932638,residential,,,,,,,,,,,,,,,,
41932640,residential,,,,,,,,,,,,,,,,
41932643,residential,,yes,,,,,,,,,,,,,,
41932644,tertiary,,no,,,,,,,,,,,,,,
41932645,residential,,,,,,,,,,,,,,,,
41932646,residential,,,,,,,,,,,,,,,,
41932647,residential,,,,,,,,,,,,,,,,
41932649,residential,,,,,,,,,,,,,,,,
41932650,residential,,,,,,,,,,,,,,,,
41932653,residential,,,,,,,,,,,,,,,,
41932654,residential,,,,,,,,,,,,,,,,
41932655,tertiary,,yes,,,,,,,,,,,,,,
41932656,residential,,,,,,,,,,,,,,,,
41932658,residential,,yes,,,,,,,,,,,,,,
41932660,residential,,,,,,,,,,,,,,,,
41932661,residential,,,,,,,,,,,,,,,,
41932663,residential,,yes,,,,,,,,,,,,,,
41932664,residential,,,,,,,,,,,,,,,,
41932665,residential,,yes,,,,,,,,,,,,,,
41932666,residential,,yes,,,,,,,,,,,,,,
41932668,residential,,yes,,,,,,,,,,,,,,
41932670,tertiary,,yes,,,,,,,,,,,,,,
41932672,residential,,,,,,,,,,,,,,,,
41932674,residential,,,,,,,,,,,,,,,,
41932675,residential,,,,,,,,,,,,,,,,
41932677,residential,,yes,,,,,,,,,,,,,,
41932679,residential,,yes,,,,,,,,,,,,,,
41932681,service,,,,,,,,,,,,,,,,
41932683,tertiary,,no,,,,,,,,,,,,,,
41932684,residential,,,,,,,,,,,,,,,,
41932685,residential,,yes,,,,,,,,,,,,,,
41933812,residential,,,,,,,,,,,,,,,,
41933813,residential,,,,,,,,,,,,,,,,
41933814,,,,,,,,,,,,,,,,,
41933815,residential,,yes,,,,,,,,,,,,,,
41933816,residential,,,,,,,,,,,,,,,,
41933819,tertiary,,no,,,,,,,,,,,,,,
41933821,residential,,,,,,,,,,,,,,,,
41933822,residential,,,,,,,,,,,,,,,,
41933823,residential,,yes,,,,,,,,,,,,,,
41933826,residential,,,,,,,,,,,,,,,,
41933829,tertiary,,no,,,,,,,,,,,,,,
41933831,residential,,,,,,,,,,,,,,,,
41933833,residential,,,,,,,,,,,,,,,,
41933834,residential,,,,,,,,,,,,,,,,
41933837,residential,,,,,,,,,,,,,,,,
41933839,residential,,,,,,,,,,,,,,,,
41933840,living_street,,,,,,,,,,,,,,,,
41933841,living_street,,,,,,,,,,,,,,,,
41933843,residential,,yes,,,,,,,,,,,,,,
41933845,residential,,,,,,,,,,,,,,,,
41933848,residential,,,,,,,,,,,,,,,,
41933852,residential,,,,,,,,,,,,,,,,
41933855,residential,,,,,,,,,,,,,,,,
41933861,residential,,,,,,,,,,,,,,,,
41933863,residential,,,,,,,,,,,,,,,,
41933864,residential,,,,,,,,,,,,,,,,
41933869,residential,,-1,,,,,,,,,,,,,,
41933870,residential,,yes,,,,,,,,,,,,,,
41933873,residential,,yes,,,,,,,,,,,,,,
41933874,residential,,,,,,,,,,,,,,,,
41933875,residential,,,,,,,,,,,,,,,,
41933877,residential,,,,,,,,,,,,,,,,
41933884,residential,,,,,,,,,,,,,,,,
41933886,residential,,,,,,,,,,,,,,,,
41933888,residential,,,,,,,,,,,,,,,,
41933895,residential,,,,,,,,,,,,,,,,
41933900,residential,,yes,,,,,,,,,,,,,,
41933902,residential,,,,,,,,,,,,,,,,
41933904,residential,,,,,,,,,,,,,,,,
41933906,residential,,,,,,,,,,,,,,,,
41933909,residential,,,,,,,administrative,,,,,,,,,
41933910,residential,,,,,,,,,,,,,,,,
41933912,residential,,,,,,,,,,,,,,,,
41933913,residential,,,,,,,,,,,,,,,,
41933914,residential,,,,,,,,,,,,,,,,
41933916,residential,,,,,,,,,,,,,,,,
41933917,residential,,,,,,,,,,,,,,,,
41933918,residential,,no,,,,,,,,,,,,,,
41933919,residential,,,,,,,,,,,,,,,,
